District,Month,Visitors,Year,Season
Kamareddy,11,42,2021.0,Autumn
Kamareddy,12,45,2021.0,Winter
Karimnagar,1,5965,2021.0,Winter
Karimnagar,2,5670,2021.0,Winter
Karimnagar,3,6800,2021.0,Summer
Karimnagar,4,1924,2021.0,Summer
Karimnagar,5,601,2021.0,Summer
Karimnagar,6,450,2021.0,Monsoon
Karimnagar,7,4750,2021.0,Monsoon
Karimnagar,8,6320,2021.0,Monsoon
Karimnagar,9,5475,2021.0,Monsoon
Karimnagar,10,4410,2021.0,Autumn
Karimnagar,11,3525,2021.0,Autumn
Karimnagar,12,3750,2021.0,Winter
Khammam,1,81711,2021.0,Winter
Khammam,2,59065,2021.0,Winter
Khammam,3,47862,2021.0,Summer
Khammam,4,30882,2021.0,Summer
Khammam,5,11240,2021.0,Summer
Khammam,6,12443,2021.0,Monsoon
Khammam,7,19400,2021.0,Monsoon
Khammam,8,18781,2021.0,Monsoon
Khammam,9,29256,2021.0,Monsoon
Khammam,10,36965,2021.0,Autumn
Khammam,11,45533,2021.0,Autumn
Khammam,12,53316,2021.0,Winter
KommramBheentAsifabad,1,410,2021.0,Winter
